job title,hiring organization,date posted,valid through,sector,job location,experience required,education requirement,type of contract,available posts
Déléguée Commerciale,Eurl futur star electro,2024-12-03 08:48:04.793,2025-02-01 08:48:04.760,"Distribution, Commerce",['Alger'],['1 À 2 Ans'],['Bac + 3'],CDI,2
Electricien(ne) Industriel,SPA U.M.A.B.T,2024-12-03 08:44:11.130,2025-02-01 08:44:11.063,"Energie, Mines, Matière Première","['Sidi Bel Abbès', 'Alger']",['3 À 5 Ans'],"['Bac + 5', 'Bac + 7', 'Bac', 'Certification', 'Formation Professionnelle', 'Bac + 2', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Financier Junior,Arab Leasing Corporation,2024-12-03 08:34:02.257,2025-01-18 23:59:59.000,"Banque, Assurance, Finance",['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 4', 'Bac + 3']",CDI,1
Field maintenance & readiness Ingénieur (Blida),Djezzy,2024-12-03 08:15:26.261,2025-02-01 23:59:59.000,"Informatique, Télécom, Internet",['Blida'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Technico-Commercial,Sarl the abousamra brothers,2024-12-03 08:08:06.176,2025-02-01 23:59:59.000,"Distribution, Commerce",['Alger'],['1 À 2 Ans'],['Bac + 2'],CDD Ou Mission,1
Field Maintenance & Readiness Engineer BSS Blida,Djezzy,2024-12-03 08:02:45.799,2025-01-17 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Agent Commercial Polyvalent( H-F) Agence Draria,Société Générale Algérie,2024-12-03 07:53:24.000,2025-01-31 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['Moins D’un An'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Chef de service achats à l’international,IRIS EURL SATEREX,2024-12-03 07:53:05.114,2025-02-01 23:59:59.000,Industries,['Sétif'],['3 À 5 Ans'],['Bac + 4'],CDI,1
DIRECTEUR DU MARKETING ET DU DÉVELOPPEMENT DE MARQUE,Hoyos,2024-12-03 06:09:48.228,2025-01-25 23:59:59.000,Services,['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 7', 'Bac + 4']",CDI,1
Ingénieur process,Amimer Energie,2024-12-02 21:17:59.207,2025-01-31 23:59:59.000,Industries,"['Alger', 'Relizane']",['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Commercial,EVEN PRO,2024-12-02 17:39:49.543,2025-01-31 23:59:59.000,Services,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']",['Bac + 3'],CDI,1
Technicien supérieur en Electricité industrielle,ETS BELARIF,2024-12-02 15:57:16.590,2025-01-23 23:59:59.000,"Energie, Mines, Matière Première",['Ouargla'],['3 À 5 Ans'],['Bac + 2'],CDD Ou Mission,1
Ingénieur en Electricité,ETS BELARIF,2024-12-02 15:56:53.923,2025-01-23 23:59:59.000,"Energie, Mines, Matière Première",['Ouargla'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Ingénieur en Electricité industrielle,ETS BELARIF,2024-12-02 15:56:46.018,2025-01-23 23:59:59.000,"Energie, Mines, Matière Première",['Ouargla'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Ingénieur en Génie Civil,Amimer Energie,2024-12-02 15:52:28.750,2025-01-31 23:59:59.000,Industries,['Blida'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Ingénieur V.R.D,Amimer Energie,2024-12-02 15:31:43.591,2025-01-31 23:59:59.000,Industries,['Blida'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Chef de section électrique,Amimer Energie,2024-12-02 15:31:08.000,2025-01-12 23:59:59.000,Industries,['Relizane'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Trade Marketing Manager,Condor Electronics Spa,2024-12-02 15:01:59.895,2025-01-31 23:59:59.000,Industries,"['Blida', 'Tizi Ouzou', 'Constantine', 'Sétif', 'Bouira', ""M'Sila"", 'Alger', 'Boumerdès']",['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Agent polyvalent,Comintal,2024-12-02 14:49:04.684,2025-01-31 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['Sans Expérience'],['Niveau Secondaire'],CDD Ou Mission,5
Chargé d'Affaires Corporate Bejaia (H/F),Société Générale Algérie,2024-12-02 14:45:48.099,2025-01-31 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['6 À 10 Ans'],['Formation Professionnelle'],CDI,1
serveurs ,Restaurant Barberousse,2024-12-02 14:40:08.726,2025-01-31 14:40:08.661,Services,['Alger'],['1 À 2 Ans'],['Bac'],CDD Ou Mission,12
Assistante de direction,APP ,2024-12-02 14:24:29.698,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Bac + 2'],CDI,2
Gestionnaire de stocks,APP ,2024-12-02 14:23:59.009,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Bac + 2'],CDI,1
Chauffeur PL,Importante entreprise,2024-12-02 14:23:45.575,2025-01-31 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],['1 À 2 Ans'],None spécifiée,CDD Ou Mission,1
Monteur Vidéo,Fikra Creative,2024-12-02 14:18:16.494,2025-01-31 14:18:16.443,"Informatique, Télécom, Internet",['Alger'],"['Moins D’un An', '1 À 2 Ans']","['Bac + 5', 'Bac', 'Formation Professionnelle', 'Bac + 2', 'Bac + 4']",CDD Ou Mission,1
Chargé d'Etudes,Importante entreprise,2024-12-02 14:18:10.245,2025-01-31 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],['Sans Expérience'],None spécifiée,CDD Ou Mission,1
Juriste Notarial(e),Ecole privée Génération Génies,2024-12-02 14:14:57.867,2025-01-31 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Secrétaire Notarial,Ecole privée Génération Génies,2024-12-02 14:14:16.446,2025-01-31 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDI,1
Auditeur,Entreprise anonyme,2024-12-02 14:02:34.856,2025-01-31 23:59:59.000,Industries,['Constantine'],['6 À 10 Ans'],['Bac + 4'],CDD Ou Mission,1
Superviseur Des Vente,Entreprise anonyme,2024-12-02 13:53:19.068,2025-01-31 13:53:19.006,"Distribution, Commerce","['Alger', 'Oran']",['1 À 2 Ans'],"['Bac', 'Bac + 2']",CDD Ou Mission,2
Cadre d'études Relation de travail,Entreprise anonyme,2024-12-02 13:46:50.522,2025-01-31 23:59:59.000,"Energie, Mines, Matière Première",['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4']",CDD Ou Mission,2
Ingénieur Contrôle Qualité,Amimer Energie,2024-12-02 13:38:19.309,2025-01-31 23:59:59.000,Industries,['Blida'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI | CDD Ou Mission,1
Chargée d'accueil et d'encaissement,Eurl Plasma Corporate,2024-12-02 13:35:40.492,2025-01-31 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3', 'Bac + 2']",CDD Ou Mission,2
National Logistics Senior Manager,Equatorial Coca-Cola Bottling Company (ECCBC Algérie),2024-12-02 13:05:57.836,2025-01-31 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],['Bac + 4'],CDI,1
IBDA Graduate Program Human Resources,Equatorial Coca-Cola Bottling Company (ECCBC Algérie),2024-12-02 13:04:10.000,2025-01-18 23:59:59.000,Industries,['Alger'],['Moins D’un An'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Cadre Moyens Généraux,ANAC,2024-12-02 12:55:00.087,2025-01-31 23:59:59.000,Services,['Alger'],"['6 À 10 Ans', 'Plus de 10 Ans']",['Bac + 4'],CDI,1
Chargé transit Senior,Amimer Energie,2024-12-02 12:54:33.740,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI | CDD Ou Mission,1
Project Control Manager,Amimer Energie,2024-12-02 12:52:46.122,2025-01-31 23:59:59.000,Industries,"['Alger', 'Blida']",['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI | CDD Ou Mission,1
Comptable principal,Entreprise anonyme,2024-12-02 11:54:01.000,2025-01-19 23:59:59.000,Industries,['Boumerdès'],['6 À 10 Ans'],['Bac + 4'],CDI | CDD Ou Mission,1
Opérateur de pont roulant,AE2I Algérie ,2024-12-02 11:05:30.109,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Niveau Secondaire', 'Niveau Terminal']",CDD Ou Mission,1
Opérateur de chariot élévateur,AE2I Algérie ,2024-12-02 11:03:16.828,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Niveau Secondaire', 'Niveau Terminal']",CDD Ou Mission,1
Growth Marketing Specialist,EURL ALADVISE,2024-12-02 11:03:06.813,2025-01-31 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 3', 'Bac + 2']",CDI,1
Fabricator,AE2I Algérie ,2024-12-02 11:02:55.017,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Niveau Secondaire', 'Formation Professionnelle', 'Niveau Terminal']",CDD Ou Mission,1
Soudeur,AE2I Algérie ,2024-12-02 11:02:33.191,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDD Ou Mission,1
Rigger,AE2I Algérie ,2024-12-02 11:02:14.585,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDD Ou Mission,1
Directeur d'Agence / Sétif,Gulf Bank Algérie (AGB),2024-12-02 10:51:03.036,2025-01-31 23:59:59.000,"Banque, Assurance, Finance",['Sétif'],"['6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Niveau universitaire', 'Bac + 3', 'Diplôme']",CDI,1
Calorifuger,AE2I Algérie ,2024-12-02 10:45:18.392,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Formation Professionnelle', 'Niveau Terminal']",CDD Ou Mission,1
Scaffolder,AE2I Algérie ,2024-12-02 10:44:57.806,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Niveau Secondaire', 'Formation Professionnelle']",CDD Ou Mission,1
Housekeeper,AE2I Algérie ,2024-12-02 10:44:36.381,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Niveau Secondaire', 'Formation Professionnelle']",CDD Ou Mission,1
Tool Keeper,AE2I Algérie ,2024-12-02 10:44:00.369,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDD Ou Mission,1
Assistant(e) Dentaire,khoualdia dental center,2024-12-02 10:38:21.242,2025-01-31 10:38:21.198,Services,"['Annaba', 'Alger']","['1 À 2 Ans', 'Sans Expérience', 'Moins D’un An', '3 À 5 Ans']","['Bac + 5', 'Bac', 'Formation Professionnelle', 'Bac + 2', 'Bac + 4', 'Bac + 3', 'Niveau Terminal']",CDI,1
Responsable des Relations Publiques,EURL ALADVISE,2024-12-02 10:17:23.615,2025-01-31 23:59:59.000,Services,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Mécanicien,Entreprise anonyme,2024-12-02 10:13:39.384,2025-01-31 23:59:59.000,Services,['Alger'],['Moins D’un An'],['Niveau Secondaire'],CDD Ou Mission,4
Manager Commercial,Entreprise anonyme,2024-12-02 10:06:24.678,2025-01-31 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4', 'Formation Professionnelle']",CDD Ou Mission,1
Technico-commercial,RELTEK Automatisme Algerie,2024-12-02 10:05:51.060,2025-01-20 23:59:59.000,Industries,['Alger'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Chargé de la clientèle,Das Schon,2024-12-02 09:56:48.044,2025-01-31 23:59:59.000,Services,['Constantine'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",None spécifiée,1
Directeur de l'Evaluation et de l'Ingénierie Financière,Entreprise anonyme,2024-12-02 09:51:31.595,2025-01-31 23:59:59.000,"Banque, Assurance, Finance",['Alger'],['Plus de 10 Ans'],"['Bac + 5', 'Bac + 7', 'Bac + 4', 'Bac + 3']",CDI,1
Responsable des Achats,Mouilah Développement ,2024-12-02 09:50:44.252,2025-01-31 23:59:59.000,"BTP, Construction, Immobilier",['Oran'],"['6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
IT Manager,Entreprise anonyme,2024-12-02 09:50:06.393,2025-01-31 23:59:59.000,Services,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
IT Consultant Junior,Entreprise anonyme,2024-12-02 09:49:27.967,2025-01-31 23:59:59.000,Services,['Alger'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Chef de produit Médicament,Sarl IMC Industrie Médico-chirurgicales,2024-12-02 09:49:05.248,2025-01-31 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],['Bac + 7'],CDD Ou Mission,2
Démarcheur Commercial,Entreprise anonyme,2024-12-02 09:48:51.103,2025-01-31 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 3', 'Bac + 2']",CDD Ou Mission,1
Chargé ( e ) Qualité Base de données,Gulf Bank Algérie (AGB),2024-12-02 09:45:25.980,2025-01-31 23:59:59.000,"Banque, Assurance, Finance",['Alger'],"['Sans Expérience', 'Moins D’un An', '1 À 2 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Chargé de Métrologie,Entreprise anonyme,2024-12-02 09:41:14.000,2025-01-12 23:59:59.000,Industries,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 5', 'Bac + 4', 'Bac + 3', 'Bac + 2']",CDI | CDD Ou Mission,1
Responsable ressources humaines,Genericlab,2024-12-02 09:41:03.000,2025-01-13 23:59:59.000,Industries,['Alger'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Responsable IT,Entreprise anonyme,2024-12-02 09:33:18.551,2025-01-31 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],"['3 À 5 Ans', '6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Responsable Juridique,Entreprise anonyme,2024-12-02 09:32:48.555,2025-01-31 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],"['3 À 5 Ans', '6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Responsable Contrôleur de Gestion,Entreprise anonyme,2024-12-02 09:32:22.571,2025-01-31 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],"['6 À 10 Ans', 'Plus de 10 Ans']","['Bac + 4', 'Bac + 3']",CDI,1
Directeur Commercial,Entreprise anonyme,2024-12-02 09:31:58.390,2025-01-31 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['Plus de 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Responsable du Foncier,Entreprise anonyme,2024-12-02 09:31:27.764,2025-01-31 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 4', 'Bac + 3']",CDI,2
TECHNICO COMMERCIALE,Indigo med,2024-12-02 09:25:37.534,2025-01-31 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],['Bac + 4'],CDI,1
Finance Executive,eTalent Solutions,2024-12-02 09:00:25.111,2025-01-16 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Niveau universitaire', 'Bac + 3', 'Diplôme']",CDI,1
Commercial (Prospection Affrétement),Entreprise anonyme,2024-12-02 08:48:50.996,2025-01-31 23:59:59.000,Services,['Alger'],['1 À 2 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Responsable QHSE,Entreprise anonyme,2024-12-02 08:33:28.000,2025-01-26 23:59:59.000,"Distribution, Commerce",['Alger'],['3 À 5 Ans'],['Bac + 3'],CDI,1
Chargé Marketing Corporate,eTalent Solutions,2024-12-01 20:49:28.285,2025-01-30 23:59:59.000,Services,['Alger'],"['3 À 5 Ans', '6 À 10 Ans']",None spécifiée,CDD Ou Mission,1
Visiteur pharmaceutique (ALGER-EST),Magpharm,2024-12-01 18:42:22.710,2025-01-30 23:59:59.000,Industries,['Alger'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 4', 'Bac + 3']",CDD Ou Mission,3
Visiteur pharmaceutique (TIARET),Magpharm,2024-12-01 18:41:34.540,2025-01-30 23:59:59.000,Industries,['Tiaret'],"['1 À 2 Ans', '3 À 5 Ans']","['Bac + 4', 'Bac + 3']",CDD Ou Mission,3
INGÉNIEUR SYSTEMES D'INFORMATION,Importante entreprise,2024-12-01 16:51:55.331,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Bac + 5'],CDI,2
Directeur Business Development,Entreprise anonyme,2024-12-01 15:56:54.136,2025-01-30 23:59:59.000,Services,['Oran'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Directeur de site de production,Magpharm,2024-12-01 15:55:13.906,2025-01-30 23:59:59.000,Industries,['Bouira'],['Plus de 10 Ans'],"['Bac + 5', 'Bac + 7', 'Bac + 4']",CDI,1
Technicien en télécommunication,Comintal,2024-12-01 15:43:05.942,2025-01-30 23:59:59.000,"Informatique, Télécom, Internet",['Alger'],['1 À 2 Ans'],['Niveau Secondaire'],CDD Ou Mission,10
Consultant Junior Data Engineer F/H,EXTENDED TEAM EXPORT EURL,2024-12-01 15:42:26.135,2025-01-30 23:59:59.000,Services,['Alger'],"['Sans Expérience', 'Moins D’un An']","['Bac + 5', 'Bac + 4']",CDI,5
Un Régional Sales Manager (Est),Diam Grain Food,2024-12-01 15:40:32.466,2025-01-30 23:59:59.000,Industries,['Sétif'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI | CDD Ou Mission,1
Responsable Achats et Négociation,Entreprise anonyme,2024-12-01 15:33:34.278,2025-01-30 23:59:59.000,Services,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
Directeur Qualité,Entreprise anonyme,2024-12-01 15:32:36.799,2025-01-30 23:59:59.000,Services,['Oran'],['Plus de 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Ingénieur Dévelopeur Java/JEE Full Stack, Protid Systems,2024-12-01 15:22:57.000,2025-01-18 23:59:59.000,"Informatique, Télécom, Internet",['Boumerdès'],"['1 À 2 Ans', '3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,2
Un Régional Sales Manager ( Ouest,Diam Grain Food,2024-12-01 15:21:55.109,2025-01-30 23:59:59.000,Industries,['Oran'],['6 À 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI | CDD Ou Mission,1
Chargé des projets RSE,Entreprise anonyme,2024-12-01 14:58:13.848,2025-01-27 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Bac + 3'],CDI,6
AREA SALES MANAGER,Diam Grain Food,2024-12-01 14:54:49.522,2025-01-30 23:59:59.000,Industries,['Oran'],['6 À 10 Ans'],"['Bac + 5', 'Niveau universitaire', 'Bac + 3', 'Diplôme']",CDI | CDD Ou Mission,2
AREA SALES MANAGER,Diam Grain Food,2024-12-01 14:54:12.571,2025-01-30 23:59:59.000,Industries,['Sétif'],['6 À 10 Ans'],"['Bac + 5', 'Niveau universitaire', 'Bac + 3', 'Diplôme']",CDI | CDD Ou Mission,2
Electricien Auto,Entreprise anonyme,2024-12-01 14:50:01.751,2025-01-30 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDD Ou Mission,5
Tolier,Entreprise anonyme,2024-12-01 14:46:05.680,2025-01-30 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['1 À 2 Ans'],['Niveau Secondaire'],CDD Ou Mission,5
Responsable Infrastructure & Sécurité,KAOUA Food - OPTILLA,2024-12-01 14:44:04.134,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Chef de Projet,Entreprise anonyme,2024-12-01 14:41:30.196,2025-01-30 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['1 À 2 Ans'],['Bac'],CDD Ou Mission,5
Vulcanisateur,Entreprise anonyme,2024-12-01 14:38:07.376,2025-01-30 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['1 À 2 Ans'],['Niveau Secondaire'],CDD Ou Mission,5
Chef de Base,Entreprise anonyme,2024-12-01 14:33:44.814,2025-01-30 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['1 À 2 Ans'],['Bac + 3'],CDD Ou Mission,5
Soudeur,Entreprise anonyme,2024-12-01 14:30:33.104,2025-01-30 23:59:59.000,"BTP, Construction, Immobilier",['Alger'],['6 À 10 Ans'],['Formation Professionnelle'],CDD Ou Mission,10
Superviseur Contrôle Qualité,Propharmal SPA,2024-12-01 14:12:04.819,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
Technicien mécanique semi-qualifié,AE2I Algérie ,2024-12-01 14:04:48.782,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDD Ou Mission,1
Chef de Ligne de Production,SFCPA (Jumbo) ,2024-12-01 14:03:21.647,2025-01-30 23:59:59.000,Industries,['Oran'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,2
Développeur mobile React Native.,Buysell,2024-12-01 13:58:24.000,2025-01-17 23:59:59.000,"Distribution, Commerce",['Blida'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",None spécifiée,1
Technicien électricien qualifié,AE2I Algérie ,2024-12-01 13:57:36.700,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDD Ou Mission,1
Technicien en génie électrique et informatique industriel,AE2I Algérie ,2024-12-01 13:57:06.015,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Bac + 2'],CDD Ou Mission,1
Technicien mécanique qualifié,AE2I Algérie ,2024-12-01 13:54:06.863,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
PHARMACIEN(NE) DIRECTEUR TECHNIQUE D'IMPORTATION ,sarl bio i,2024-12-01 13:50:09.217,2025-01-30 13:50:09.158,Industries,['Alger'],['1 À 2 Ans'],['Formation Professionnelle'],CDI,1
Legal & Corporate Affairs Coordinator,Sarl Tango ,2024-12-01 13:45:15.000,2025-01-23 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4', 'Bac + 3']",CDI,1
peintre industriel,AE2I Algérie ,2024-12-01 13:43:55.642,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDD Ou Mission,1
Responsable Commercial,sarl goz limited,2024-12-01 13:43:20.169,2025-01-30 13:43:20.112,Industries,"['Alger', 'Blida']",['3 À 5 Ans'],"['Bac', 'Bac + 3', 'Bac + 2']",CDI,1
Pipe Fitter,AE2I Algérie ,2024-12-01 13:42:19.691,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Formation Professionnelle'],CDD Ou Mission,1
HSE specialist,AE2I Algérie ,2024-12-01 13:42:02.608,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
HVAC Specialist,AE2I Algérie ,2024-12-01 13:33:47.709,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 5', 'Bac + 4']",CDD Ou Mission,1
Responsable Reporting,Fiat El Djazair,2024-12-01 13:27:28.347,2025-01-30 23:59:59.000,"Distribution, Commerce",['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Bac + 4']",CDI,1
Gestionnaire de Stock,Amimer Energie,2024-12-01 13:15:14.839,2025-01-30 23:59:59.000,Industries,['Blida'],['3 À 5 Ans'],['Bac + 4'],CDI | CDD Ou Mission,1
visiteur médical,UPC Union pharmaceutique constantinoise Spa (Alger),2024-12-01 13:11:57.818,2025-01-30 23:59:59.000,Industries,['Tlemcen'],['1 À 2 Ans'],['Bac + 4'],CDD Ou Mission,3
visiteur médical,UPC Union pharmaceutique constantinoise Spa (Alger),2024-12-01 13:11:18.472,2025-01-30 23:59:59.000,Industries,['Alger'],['1 À 2 Ans'],['Bac + 4'],CDD Ou Mission,4
Assistant(e) Administrative,Entreprise anonyme,2024-12-01 13:09:40.655,2025-01-30 13:09:40.625,"Distribution, Commerce",['Alger'],['1 À 2 Ans'],['Formation Professionnelle'],CDD Ou Mission,1
Assistant(e) Administrative,FMM Industry,2024-12-01 13:02:19.058,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],['Bac + 4'],CDD Ou Mission,1
Pharmacien assistant directeur technique,Entreprise anonyme,2024-12-01 10:59:24.890,2025-01-30 23:59:59.000,Industries,['Alger'],['1 À 2 Ans'],['Bac + 7'],CDI,1
DEVELOPPEUR RESEAU VENTES (Centre d’Algérie),SARL ALFACHIM,2024-12-01 10:58:28.000,2025-01-18 23:59:59.000,"Distribution, Commerce",['Boumerdès'],['3 À 5 Ans'],['Bac + 2'],CDD Ou Mission,1
Visiteur Médical,UPC Union pharmaceutique constantinoise Spa (Alger),2024-12-01 09:52:49.534,2025-01-30 23:59:59.000,Industries,"['Batna', 'Tlemcen', 'Oran']",['1 À 2 Ans'],"['Bac + 5', 'Bac + 7', 'Bac + 4']",CDD Ou Mission,4
Chargée de la planification,Amimer Energie,2024-12-01 09:45:45.609,2025-01-30 23:59:59.000,Industries,"['Alger', 'Blida']",['1 À 2 Ans'],['Bac + 4'],CDD Ou Mission,1
Brand activation manager,SFCPA (Jumbo) ,2024-12-01 09:37:44.125,2025-01-30 23:59:59.000,Industries,['Alger'],['3 À 5 Ans'],"['Bac + 4', 'Bac + 3']",CDI,1
Délégué Commercial,Cedrus Technologies,2024-12-01 09:35:38.238,2025-01-30 09:35:38.194,"Informatique, Télécom, Internet",['Alger'],"['3 À 5 Ans', '6 À 10 Ans']","['Bac + 5', 'Niveau Secondaire', 'Bac', 'Certification', 'Formation Professionnelle', 'Bac + 2', 'Bac + 4', 'Bac + 3']",CDD Ou Mission,1
Community manager Marketing Digital -CRM Hubspot -,Entreprise anonyme,2024-12-01 09:32:51.194,2025-01-30 23:59:59.000,Services,['Alger'],"['6 À 10 Ans', 'Plus de 10 Ans']",['Bac + 4'],CDD Ou Mission,1
RESPONSABLE MARKETING DIGITAL ET COMMUNICATION,Entreprise anonyme,2024-12-01 09:32:33.333,2025-01-30 23:59:59.000,Services,['Alger'],['Plus de 10 Ans'],"['Bac + 5', 'Bac + 4']",CDI,1
